date_time,time_stamp,commit_id,la,ld,lt,ns,nd,nf,entropy,fix,ndev,age,nuc,exp,rexp,sexp,bug
"05/20/2003, 15:54:58",1053460498,7d540cfa99641ad46737a07456766b1d126b2104,2,1,99.0,1,1,1,0.0,0,2.0,0.270926,5.0,5,4.95325,3,0
"05/21/2003, 01:48:25",1053496105,5d9efdbcd43d7f56c382694103d5ac70a266801f,192,36,252.0,1,1,3,0.162317,0,1.0,0.481204,2.66667,17,16.7704,12,0
"05/21/2003, 02:24:30",1053498270,246d50aa44f8679390023f4a5552de9836eb4f1d,38,2,404.0,1,1,1,0.0,0,1.0,0.0250579,9.0,18,17.7692,13,0
"05/21/2003, 02:46:26",1053499586,a99cbac0bb10a8761c337a9bab38541254472782,54,3,271.0,1,1,1,0.0,0,1.0,0.521493,4.0,19,18.7684,14,0
"05/21/2003, 10:21:15",1053526875,5de3587b86ffc735020c3b06e60c993cfc4e53ab,2098,0,14.2857,2,3,7,0.198069,1,2.0,0.10975,0.857143,20,19.7516,22,0
"05/21/2003, 11:10:51",1053529851,60bf133582a4ca9898e71628676ab97f2595bafc,28,0,0.0,1,1,2,0.900084,1,0.0,0.0,0.0,21,20.7496,8,0
"05/21/2003, 11:11:54",1053529914,a3e8ae46e059cfc5ae4d94562f102df8e543462a,113,49,59.0,1,1,1,0.0,0,1.0,1.19755,1.0,22,21.7496,0,0
"05/21/2003, 13:59:20",1053539960,8ed6e84dc6b37360ef716422077d788b865eda48,189,27,177.556,1,2,9,0.406817,1,2.0,2.69124,0.888889,23,22.7424,16,0
"05/21/2003, 14:24:46",1053541486,1376d960b5eb1e7ff68555e4f45a47cc5dd6ecaa,4,0,123.0,1,1,1,0.0,0,2.0,0.133935,2.0,24,23.7413,1,0
"05/22/2003, 11:19:32",1053616772,ca304541d80a5042d55ece0efde6fc9c1206e81f,10,6,279.0,1,1,1,0.0,1,1.0,1.04047,1.0,25,24.683,17,0
"05/22/2003, 11:31:38",1053617498,8216dd89b5260aacaf509147b77367ed5006334f,2,2,480.0,1,1,1,0.0,0,1.0,4.60609,1.0,26,25.6824,18,0
"05/22/2003, 12:55:22",1053622522,e0161bb4cf1e6bf4d0ff6455427af9d4ba48f6c3,52,18,23.0,1,1,1,0.0,1,1.0,2.2694,1.0,27,26.6782,2,0
"05/23/2003, 12:28:16",1053707296,5918a1fe1e7b4f8edcd65eef1fa933f63aa760b7,3,3,101.0,1,1,1,0.0,0,2.0,2.08821,7.0,28,27.6048,9,0
"05/23/2003, 13:33:18",1053711198,b84e61ffcf873ef8d588ca3adce2bcd3c7406905,204,117,183.75,2,3,4,0.260574,1,2.0,1.49773,3.5,29,28.6013,29,0
"05/25/2003, 22:11:50",1053915110,57b9151881e65daee41519f486cb8431d35955bd,665,0,0.0,1,2,2,0.59387,0,0.0,0.0,0.0,30,29.4136,20,0
"05/26/2003, 13:29:36",1053970176,43c787eb35206890f16c441a8b07ba07e1dd40c2,102,14,100.0,2,3,4,0.34425,0,2.0,8.79736,2.75,31,30.3616,32,0
"05/26/2003, 13:40:20",1053970820,03e996b075a65e4db72b2839860d0192c61a4837,12,12,208.0,1,1,4,0.730347,0,2.0,3.99584,2.25,32,31.361,22,0
"05/29/2003, 15:34:38",1054236878,703fbafa34601e0689430d4d45ab53aac9eb73c7,1305,0,0.0,1,3,12,0.817332,0,0.0,0.0,0.0,33,32.0954,23,0
"05/29/2003, 15:35:56",1054236956,3cb56af4e4e75c766a9f444121a908cd6aca6f95,393,0,0.0,1,1,3,0.662981,0,0.0,0.0,0.0,34,33.0954,24,0
"05/29/2003, 15:41:32",1054237292,c9fc45757a05ff6816ce8e1baa46fe62d6a0f5ae,547,12,46.5,2,4,6,0.448393,1,2.0,1.0293,2.5,35,34.095,37,0
"05/29/2003, 15:41:52",1054237312,dda7833110e78602fa081c4a14897846bf3a8d87,53,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,36,35.095,13,0
"05/29/2003, 15:45:35",1054237535,8a13741f2d42f1d1ccace6460dce9b08e59c8536,282,9,379.667,1,2,3,0.538612,0,1.0,10.2471,0.666667,37,36.0947,26,0
"05/29/2003, 15:49:18",1054237758,be5a9fb2194643cc2cf426e70202ec62d99e22a5,138,29,240.333,1,2,3,0.483751,1,2.0,4.09119,3.0,38,37.0945,27,0
"05/29/2003, 16:35:46",1054240546,a286c243eb965fc260289509264e1b9cc1524b89,1057,112,177.9,1,4,20,0.31302,0,2.0,3.55321,1.0,39,38.0912,28,0
"05/29/2003, 19:25:00",1054250700,e9488d7cf6fe7708fefe306a642f045a75eab498,6,1,15.0,1,1,1,0.0,0,1.0,8.34316,1.0,40,39.0789,14,0
"05/29/2003, 19:25:12",1054250712,429a652114f94bf81e97a7737f1b3ea63fb3de91,0,1016,203.2,1,1,5,0.901775,0,2.0,4.12843,1.8,41,40.0789,29,0
"05/29/2003, 19:26:24",1054250784,a0ff9fd6304d7813c806095d56cac9234131bc5a,2,2,67.5,1,1,2,1.0,0,2.0,4.25014,6.0,42,41.0788,15,0
"05/29/2003, 19:30:48",1054251048,70c89068687fd8dc446ebcd54e6367807eb51407,1,1,122.0,1,1,1,0.0,0,2.0,0.00305556,12.0,43,42.0784,16,0
"05/30/2003, 11:40:28",1054309228,25b3e45109d2f6c3dbdd0faa3070fe77254177d7,82,24,102.0,2,2,3,0.373423,0,2.0,5.83576,5.66667,44,43.0007,20,0
"06/01/2003, 11:43:40",1054482220,91f675100d6e4b820ca0a85db683ddeb43e5b645,5,5,125.0,1,1,1,0.0,0,2.0,2.00222,14.0,0,0.0,0,0
"06/01/2003, 22:34:03",1054521243,6aa45e2047db100c6230dbf6db62498f1dcaa79a,154,227,244.0,1,1,1,0.0,0,2.0,15.0686,3.0,1,0.998764,1,0
"06/01/2003, 23:44:13",1054525453,d23bf18b40bc7f731498acd042f6d0c0800a9290,0,1206,120.6,1,3,10,0.818393,0,1.0,3.33972,0.2,45,43.7077,30,0
"06/02/2003, 00:25:52",1054527952,60314410e2f21760aa5627cf5c2d33a28c5da973,9339,0,0.0,1,2,10,0.304698,0,0.0,0.0,0.0,2,1.99834,0,0
"06/02/2003, 00:27:26",1054528046,5a755b8f822d292d230c4dfb35202845b1d255b4,3,9,225.0,1,1,1,0.0,0,1.0,0.00108796,1.0,3,2.99833,1,0
"06/02/2003, 00:48:21",1054529301,736e42145ca2547b0385f9e841d4efdbcce1bee9,12,21,125.0,1,1,1,0.0,0,3.0,0.544919,15.0,4,3.99817,2,0
"06/02/2003, 00:58:33",1054529913,546eeaf21921cad98f1785c34006823b7bcda43b,3,4,219.0,1,1,1,0.0,0,1.0,0.0216088,2.0,5,4.99807,2,0
"06/02/2003, 01:21:06",1054531266,108ea5741c6a3850d89287e52c2b944877759556,9116,9116,933.2,1,2,10,0.171653,0,1.0,0.0360868,0.3,6,5.99782,3,0
"06/03/2003, 22:17:17",1054693037,11898601e097012296de4f2cbf608dbd29799191,61,33,137.0,1,1,1,0.0,0,1.0,5.27962,1.0,7,6.96211,4,0
"06/03/2003, 22:24:51",1054693491,516c15d88b270926687c26cf6e8e963954597c88,228,18,199.0,1,2,3,0.444428,0,1.0,5.24242,1.66667,8,7.962,5,0
"06/03/2003, 22:31:14",1054693874,42e427ce8cd32600fb540570f9e814d85032dfc3,580,0,0.0,1,2,2,0.861781,0,0.0,0.0,0.0,9,8.96189,6,0
"06/03/2003, 22:40:26",1054694426,fe275663805ec14e358b881bb241cbefd69bb6e6,69,4,99.0,1,1,1,0.0,0,2.0,4.45831,3.0,10,9.96172,0,0
"06/03/2003, 22:45:49",1054694749,ba74c2510f0d1812b7a5eeef55a1f29ea0e06e09,288,214,472.0,1,2,3,0.278217,0,1.0,5.28021,1.33333,11,10.9616,7,0
"06/04/2003, 00:03:55",1054699435,b3dd72f6e0289a4cf268cd69e4d6b279c5c59f64,68,60,218.0,1,1,1,0.0,0,1.0,1.9464,4.0,12,11.9598,8,0
"06/04/2003, 00:05:39",1054699539,acde85f2bf2005a0b11cdf54d5fb7d6bbbfccc52,65,42,378.0,1,1,1,0.0,0,1.0,5.31242,10.0,13,12.9598,9,0
"06/04/2003, 08:23:44",1054729424,ed6d94077f823b6ce2f6b3d44849f26599c1192d,4,4,401.0,1,1,1,0.0,0,2.0,0.345891,11.0,14,13.9466,10,0
"06/04/2003, 08:43:14",1054730594,8fea245638b933417f3b8b945417597650c8cecb,1,1,13.0,1,1,1,0.0,0,1.0,5.55336,2.0,15,14.9461,3,0
"06/04/2003, 08:48:14",1054730894,a4ff28ef7269da3c9632b5323153f875bb9103e2,1,1,116.0,1,1,1,0.0,0,3.0,2.33325,16.0,16,15.9459,4,0
"06/04/2003, 23:24:21",1054783461,b0bafaff5ab8549f184c401f2d5b39754cf91113,4,0,116.0,1,1,1,0.0,0,3.0,0.608414,17.0,17,16.9178,5,0
"06/05/2003, 10:03:53",1054821833,2dec2474f9f5b39e6e0ffca795f52b9b1b88fdf3,1408,211,17.5833,1,3,12,0.582912,0,1.0,1.12839,0.0833333,18,17.8961,11,0
"06/05/2003, 10:10:43",1054822243,02edce08898b740c5512533d25b6fd9ee26520ef,13,10,140.0,1,1,1,0.0,0,2.0,5.93767,4.0,19,18.8959,1,0
"06/05/2003, 14:35:24",1054838124,41d1a0d8f0dd804c854c12c8134e297db0174119,2,2,534.0,1,1,1,0.0,0,2.0,1.65943,3.0,20,19.8859,12,0
"06/05/2003, 23:07:39",1054868859,aa3e2e9ef49349a9ea3c6af37874345f35b52192,243,108,290.0,1,2,2,0.493623,0,1.0,2.02529,0.5,21,20.8657,13,0
"06/05/2003, 23:38:03",1054870683,1999928282653d0edd522ea3d48afd09c0f52cb2,8,8,177.25,1,1,4,1.0,0,1.0,8.07557,1.25,22,21.8644,14,0
"06/06/2003, 21:36:57",1054949817,a6c324e669d05dc92e999ae78a29d0ac598d235f,219,75,239.5,1,2,2,0.47756,0,1.0,12.3392,1.5,23,22.8075,15,0
"06/07/2003, 09:57:54",1054994274,8d1482c46113cf159dae2294928cc53a1c043b87,611,26,48.0,1,3,7,0.358358,0,1.0,0.855362,0.142857,24,23.7743,16,0
"06/10/2003, 21:19:19",1055294359,b58585fb8def076b355699c8ee496b889534d744,851,30,74.7,1,5,10,0.489982,0,1.0,1.93619,0.2,25,24.5429,17,0
"06/10/2003, 23:33:05",1055302385,431f30388985869e8a41c2b8c0d44ec822671316,257,122,332.5,1,2,2,0.158292,0,1.0,12.2898,1.0,46,43.662,31,0
"06/11/2003, 07:14:41",1055330081,16c19dcec036ef933bcc6a46ef9b4bea3267546f,106,46,131.714,1,2,7,0.3358,0,2.0,5.50006,0.571429,26,25.5145,18,0
"06/11/2003, 10:50:30",1055343030,83855b4cd773c1efab77b64862436778d1b14a09,37,37,334.889,1,3,9,0.510428,0,3.0,15.6776,2.55556,47,44.6073,32,0
"06/13/2003, 09:22:41",1055510561,3849e21f3b749ce5f428d42e88ef3f6441546968,388,6,70.0,1,2,6,0.379093,0,1.0,1.25117,0.5,27,26.3663,19,0
"06/13/2003, 09:37:18",1055511438,3a7fab66aeb71032dbec4235e649fd1c5cdd1c57,0,6,6.0,1,1,1,0.0,0,1.0,31.9371,1.0,28,27.3655,6,0
"06/14/2003, 00:17:49",1055564269,d20ee8ab0e803031d14af734ac934fe2b770990c,363,161,186.0,1,5,5,0.388045,0,2.0,5.19617,2.8,29,28.3191,20,0
"06/14/2003, 00:24:43",1055564683,09c8b57924bc90dfcf93aa35eb79a6bd752add1d,140,61,84.0,1,3,3,0.443208,0,1.0,0.417608,0.333333,30,29.3187,21,0
"06/15/2003, 13:01:39",1055696499,765db662a581ffa5b5b093022bb69d2638d02aa3,846,196,266.333,1,2,3,0.499346,0,2.0,14.0322,1.0,31,30.1953,22,0
"06/16/2003, 10:29:30",1055773770,3f313dff3ae2364e536d0deb1f033734b9a7b0d6,144,125,265.667,2,3,3,0.232531,0,3.0,9.11721,7.33333,32,31.121,25,0
"06/16/2003, 16:13:43",1055794423,464aac515f0d5c0a4ba6a2614ee60bc92f665532,132,7,103.5,1,2,2,0.14231,0,1.0,2.89389,1.0,48,44.9952,33,0
"06/16/2003, 16:42:24",1055796144,1be3d32358b8e26ef078a68c235b8abcd761a74d,383,347,422.0,1,1,1,0.0,0,2.0,0.258958,14.0,33,32.0988,24,0
"06/16/2003, 16:58:53",1055797133,d246044d453724c1f082ed8d1a5742eb49212d0d,24,48,217.0,1,1,1,0.0,0,2.0,18.0161,9.0,34,33.0978,25,0
"06/16/2003, 17:24:30",1055798670,606ef299cca4d3c35f73c18187b925089d7afb5a,62,57,325.5,1,1,2,0.827634,0,3.0,0.0235127,8.5,35,34.0961,26,0
"06/16/2003, 17:29:49",1055798989,0811c1790b072bc167544d2c669e643c4f9385fd,6,6,160.0,1,1,1,0.0,0,2.0,12.7951,5.0,36,35.0958,27,0
"06/16/2003, 17:38:15",1055799495,32fd0d5a5235982aa51f52a617ccecfa0d793200,2,2,456.0,1,1,1,0.0,0,2.0,0.00954861,16.0,37,36.0952,28,0
"06/17/2003, 13:10:15",1055869815,9318b7a7491db85d2309bea24606e4dd83ace26d,310,344,456.0,1,1,1,0.0,0,2.0,0.813889,17.0,38,37.0147,29,0
"06/17/2003, 17:16:08",1055884568,4de94a08c7b8cf4bfa6f244b8d386162c3de2bbb,1491,0,0.0,1,2,11,0.819328,0,0.0,0.0,0.0,49,45.872,34,0
"06/17/2003, 18:55:38",1055890538,5acc48ef8d050cf9230ad4b2a34eb7e16ff4eb5c,255,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,39,37.9903,30,0
"06/17/2003, 19:00:17",1055890817,175c7c5fcec233612af70d0e02da07ef7c955bfc,2,2,255.0,1,1,1,0.0,0,1.0,0.00322917,1.0,40,38.99,31,0
"06/17/2003, 19:23:07",1055892187,d4f6a5c818990ee87e562cb97ae62661e179fcbd,26,0,255.0,1,1,1,0.0,0,1.0,0.0158565,2.0,41,39.9883,32,0
"06/17/2003, 21:56:03",1055901363,374b62d12017fce9d3898a265fd387faf09445f4,20,4,281.0,1,1,1,0.0,0,1.0,0.106204,3.0,42,40.9766,33,0
"06/17/2003, 23:01:28",1055905288,7c57c2ed60fe2476bb4a9544d7df5899b823bb30,11,2,297.0,1,1,1,0.0,0,1.0,0.0454282,4.0,43,41.9715,34,0
"06/17/2003, 23:05:45",1055905545,5179d78ef8f8fbf5032796c407f944b841ab3b31,2,1,306.0,1,1,1,0.0,0,1.0,0.00297454,5.0,44,42.9712,35,0
"06/18/2003, 08:42:24",1055940144,c4c3868df6fdb2c177fe274eeb85c0bd80a2f90c,86,86,307.0,1,1,1,0.0,0,1.0,0.400451,6.0,45,43.9241,36,0
"06/18/2003, 09:47:35",1055944055,202a38df83ff767c6e41887a228d22559c75db00,317,346,422.0,1,1,1,0.0,0,2.0,0.859259,18.0,46,44.9187,37,0
"06/18/2003, 09:57:24",1055944644,283716c077d8cbd67a25aaecf17c0b676c53fd48,317,311,393.0,1,1,1,0.0,0,2.0,0.00681713,19.0,47,45.9178,38,0
"06/18/2003, 11:59:55",1055951995,0191e6129b1e104a8d350f5c0ff096e074050ecc,190,0,0.0,1,1,1,0.0,0,0.0,0.0,0.0,48,46.9071,39,0
"06/18/2003, 16:02:27",1055966547,bc173f639f716868f3a3fa00f9da1242921fae3d,40,29,188.0,1,2,3,0.0990659,0,2.0,2.88012,1.66667,50,46.758,35,0
"06/18/2003, 16:06:48",1055966808,d6775caedfd65510a4a0ce890961bf7ae53b0efe,4,4,120.0,1,1,1,0.0,0,3.0,13.6961,18.0,51,47.7577,18,0
"06/18/2003, 16:09:39",1055966979,dc115509c871b36a9bda8af3d6655dc5869d7078,1,1,120.0,1,1,1,0.0,0,3.0,0.00197917,19.0,52,48.7574,19,0
"06/18/2003, 17:25:03",1055971503,db0b59b9bc2d0dc4faae24bede1b085a796163a1,0,1491,135.545,1,2,11,0.819328,0,1.0,1.00619,0.0909091,53,49.7507,36,0
"06/20/2003, 17:05:47",1056143147,0da1561627dbb7c736bc57fe696ba4bae5f0d704,1,33,331.5,1,1,2,0.495023,0,2.0,5.80509,6.5,49,47.6248,40,0
"06/20/2003, 21:55:17",1056160517,e3ea7f7638a18820580408e7a412ec78c33d0144,0,7,160.0,1,1,1,0.0,0,2.0,4.18435,6.0,50,48.5988,41,0
"06/20/2003, 22:08:23",1056161303,7e2a7b50277995b497e3fcdb8894c7171468e765,45,23,318.5,1,2,2,0.405639,0,2.0,12.3693,10.0,51,49.5976,42,0
"06/20/2003, 22:13:41",1056161621,81c03fcee25686e49c49c90dcc72fb18f57b25c8,58,47,400.0,1,2,2,0.133748,0,1.0,9.94486,1.5,52,50.5971,43,0
"06/20/2003, 22:16:43",1056161803,d3f4480aff7b0b9fd82516b94b0929812f4b99df,2,20,346.0,1,1,1,0.0,0,2.0,0.215926,7.0,53,51.5968,44,0
"06/20/2003, 22:21:49",1056162109,b84e9460b523946b4579966421b25fc2febc4880,157,151,148.286,1,3,14,0.434588,0,2.0,8.9989,0.785714,54,52.5963,45,0
"06/20/2003, 22:54:55",1056164095,8d3d1889fb10b083422e6df437e4fa35488bde1d,4,4,406.0,1,1,1,0.0,0,2.0,0.0323148,21.0,55,53.593,46,0
"06/21/2003, 19:00:39",1056236439,5e7fe90154176753fb2d77fddac2bd5035ec7ba6,386,1,159.75,1,3,4,0.231954,0,2.0,4.46091,1.25,56,54.4711,47,0
"06/21/2003, 19:02:51",1056236571,7dc1c05c596e9e42097d0af2d0c6c9e495b5bd93,8,153,205.667,1,2,3,0.11839,0,2.0,22.3978,1.66667,57,55.4709,48,0
"06/21/2003, 19:07:23",1056236843,8936d6e3a61a68de377162a7478018e842d333eb,0,241,120.5,1,1,2,0.835068,0,2.0,15.812,2.0,58,56.4704,49,0
"06/21/2003, 19:38:27",1056238707,9b2b61b777b60484bca1942a5e736a308ed51af9,21,52,273.6,1,2,5,0.424265,0,3.0,1.55346,5.8,59,57.4671,50,0
"06/21/2003, 23:57:57",1056254277,4f17b718b3a821885335c285b7fbdd07384a3e18,117,87,237.511,1,13,47,0.677871,0,3.0,13.4048,1.23404,60,58.439,51,0
"06/23/2003, 23:01:40",1056423700,50520ebc12676ff71fc3d10383258eeccdfb354f,1035,0,0.0,1,1,6,0.78383,0,0.0,0.0,0.0,61,59.1293,52,0
"06/23/2003, 23:02:28",1056423748,65062ddc8669b9092845d0eca2ea2902790c5d63,489,0,0.0,1,1,3,0.533785,0,0.0,0.0,0.0,62,60.1293,53,0
"06/24/2003, 10:03:32",1056463412,fed1f17d619c9d9be69a18b7f4dc59b1211cc6e7,221,35,237.5,1,2,2,0.0508708,0,1.0,4.81297,4.5,63,61.0547,54,0
"06/24/2003, 10:08:40",1056463720,0d757f3e995c82c9a4225da124bbb234ac915bf2,31,5,198.0,1,1,1,0.0,0,1.0,0.00356481,2.0,64,62.0541,55,0
"06/24/2003, 21:29:18",1056504558,a235488095cc73e661c1bc817d54f8b7aa12ef39,733,0,30.1667,1,2,6,0.538729,0,1.0,0.311767,0.166667,65,62.975,56,0
"06/24/2003, 21:35:46",1056504946,a4c605d8a63ee8a6c0f71aefa435e10ec79b7f0e,989,83,128.0,1,2,3,0.622364,0,1.0,3.10772,0.333333,66,63.9742,57,0
"06/24/2003, 21:39:36",1056505176,eccc4d88780630da1c1415599345cca3c28888ea,27,5,483.0,1,2,3,0.455438,0,3.0,2.90392,1.66667,67,64.9738,58,0
"06/25/2003, 09:31:25",1056547885,436f05c48f3b99538fd8e29657ce8b6fd9715da3,48,42,143.0,1,1,1,0.0,0,3.0,19.9727,5.0,68,65.8872,3,0
"06/27/2003, 00:29:42",1056688182,542211e8c4db57e9c9e39527e503b8f679ebbb63,185,0,0.0,1,1,2,0.99222,0,0.0,0.0,0.0,69,66.5998,59,0
"06/27/2003, 00:59:27",1056689967,2a0f3659586b4da42f9fabaa9e291454aeb37b13,181,0,0.0,1,1,2,0.960626,0,0.0,0.0,0.0,70,67.5961,60,0
"06/27/2003, 00:59:53",1056689993,220d14781d225206653b4f74377257ded85969bf,0,181,90.5,1,1,2,0.960626,0,1.0,2.14624,1.0,71,68.5961,61,0
"06/27/2003, 16:31:52",1056745912,fd93fdf0a4a6242fb36f4bd5e968bbc86adf26b6,38,13,463.0,1,1,1,0.0,0,1.0,3.26968,9.0,72,69.4769,62,0
"06/27/2003, 16:58:28",1056747508,62577ea18b61fd9af1cf3c54615d3613e12ed948,26,99,245.857,1,3,7,0.43019,0,2.0,5.70869,2.28571,73,70.4735,63,0
"07/05/2003, 12:59:13",1057424353,fb359aaee010ac8c665204e230da4ae8b30ec7ab,540,6,10.5,1,2,10,0.348338,0,1.0,13.8816,0.2,74,70.0213,4,0
"07/05/2003, 13:58:17",1057427897,561a4c85e7a85c2bb6fad7a1a60b9ed3754d8c20,71,67,91.5,2,2,2,0.0370515,0,3.0,29.9493,2.5,75,71.0137,71,0
"07/05/2003, 14:05:31",1057428331,2b5b0e7a14f405f69378527bab5af9e8ddbdb111,501,172,138.25,1,3,8,0.70285,0,2.0,9.21098,0.875,76,72.0128,65,0
"07/05/2003, 14:13:35",1057428815,0fd2f5fd11cc138ab373a2bbd29a5c465f12e601,490,365,90.8333,1,1,6,0.562087,1,2.0,3.57995,1.5,77,73.0117,66,0
"07/05/2003, 14:20:02",1057429202,b95322ce3da09c0ddc05709d3a80cd41ac8303be,450,71,244.333,1,1,3,0.445163,1,2.0,7.16288,4.66667,78,74.0108,67,0
"07/05/2003, 14:23:52",1057429432,aa40a7e7ceee3d6a2d017a017a6c456c640dd429,2130,0,0.0,1,4,21,0.870967,0,0.0,0.0,0.0,79,75.0103,68,0
"07/05/2003, 14:24:50",1057429490,88d69528063ab065906c590b714948d5bcef7a2c,1455,0,0.0,1,4,14,0.992225,0,0.0,0.0,0.0,80,76.0102,69,0
"07/05/2003, 14:29:35",1057429775,77aa09dab9d41ead55ac11f2842ef013a3685715,104,172,488.0,1,1,1,0.0,0,1.0,7.91508,10.0,81,77.0095,70,0
"07/05/2003, 15:24:18",1057433058,dfb732fb0c8dc0ef2d914391d96f485626c46698,3,3,145.5,1,1,2,0.57938,0,3.0,25.335,12.0,82,78.0018,8,0
"07/05/2003, 15:25:38",1057433138,8ca0c4c8485d1cabcc0fb67add9f42bbfad2c627,53,50,173.5,1,1,2,0.68309,0,3.0,14.2769,8.0,83,79.0016,71,0
"07/05/2003, 23:27:47",1057462067,bc5950acb5ea6dbb421e29a37194a869b9667fcc,1,1,175.0,1,1,1,0.0,1,2.0,8.27036,3.0,84,79.9317,72,0
"07/06/2003, 03:18:08",1057475888,346a5756eb41599b0dd852235093fbc1d8befc60,172,104,420.0,1,1,1,0.0,0,1.0,0.533715,11.0,85,80.8979,73,0
"07/06/2003, 22:12:47",1057543967,b6871d607eaed16c9b686ce6e1f91c01c5771a18,116,12,96.1538,1,4,13,0.304107,0,1.0,1.22304,0.0769231,86,81.7298,74,0
"07/06/2003, 22:15:19",1057544119,faa703e40e172bf32a2bdc07a4350afbae2641d1,438,230,103.2,1,4,20,0.494981,0,1.0,1.3274,0.05,87,82.7294,75,0
"07/07/2003, 09:57:13",1057586233,e449062da5090d3ab56b2f5d20bc74b802f03fe4,24,1,6.5,1,1,2,0.110372,0,2.0,16.5257,1.5,54,48.419,20,0
